ACURA,,,,,,,,,,,,,
Brilliance,"V5, V - 1,6",2014-,защита картера и КПП,111.09002.1,111.09002.1.jpg,"1,8 мм",+,8 мин.,0,0,0,0,1650
CADILLAC,,,,,,,,,,,,,
Cadillac,"CTS , V - 2,8; 3,6",2008-,защита картера,111.00802.1,111.00802.1.jpg,"1,8 мм",+,6 мин.,651,639,17,6.7,1615
Cadillac,"CTS , V - 2,8; 3,6",2008-,защита КПП,111.00804.1,111.00804.1.jpg,"1,8 мм",+,4 мин.,651,639,17,6.7,1615
Cadillac,"SRX , V - 3,0",2010-,защита картера и КПП ,111.00805.1,111.00805.1.jpg,"1,8 мм",+,7 мин.,639,798,85,8,1615
Cadillac,"BLS,  V - 2,0; 2,8 ",2006-2009,защита картера,111.00801.1,111.00801.1.jpg,"1,8 мм",+,5 мин.,682,760,105,8.8,1615
Cadillac,"SRX, V - 3,6 ; 4,6 ",2003-2010,защита картера,111.00802.1,111.00802.1.jpg,"1,8 мм",+,6 мин.,651,639,17,6.7,1615
Cadillac,"SRX, V - 3,6 ; 4,6 ",2003-2010,защита КПП,111.00803.2,111.00803.2.jpg,"1,8 мм",+,4 мин.,651,639,17,6.7,1735
Changan,"CS35,  FWD АКП, V - 1,6",2011-,защита картера и КПП ,111.08901.1,111.08901.1.jpg,"1,8 мм",+,5 мин.,760,795,135,8.7,1565
Changan,"CS35,  FWD АКП, V - 1,6",2011-,защита топливных бака,111.08902.1,111.08902.1.jpg,"1,8 мм",+,5 мин.,575,915,120,8,1460
CHERY,,,,,,,,,,,,,
Chery ,"A13 Bоnus , V - 1,5",2011-,защита картера и КПП ,111.00909.1,111.00909.1.jpg,"1,8 мм",+,5 мин.,918,860,90,11.6,1565
Chery ,"Very, V - 1,5",2011-,защита картера и КПП ,111.00909.1,111.00909.1.jpg,"1,8 мм",+,5 мин.,918,860,90,11.6,1565
Chery ,"Bonus 3, V-1,5",2014-,защита картера и КПП ,111.00913.1,111.00913.1.jpg,"1,8 мм",+,5 мин.,756,890,65,9.2,1225
Chery ,"Cross Eastar (B14), V - 2,0",2006-,защита картера и КПП ,111.00907.1,111.00907.1.jpg,"1,8 мм",+,6 мин.,970,740,58,12.6,1565
Chery ,"Indis (s18d ) , V-1,3",2011-,защита картера и КПП ,111.00910.1,111.00910.1.jpg,"1,8 мм",+,6 мин.,555,840,67,6.3,1565
Chery ,"Kimo (А1) , V - 1,3",2008-,защита картера и КПП ,111.00903.2,111.00903.2.jpg,"1,8 мм",+,6 мин.,492,727,40,5.2,1480
Chery ,"M11 , V - 1,6                     ",2010-,защита картера и КПП ,111.00908.2,111.00908.2.jpg,"1,8 мм",+,5 мин.,835,724,21,11.7,1580
Chery ,"Tiggo 5, FWD, V - 2,0",2014-,защита картера и КПП ,111.00912.1,111.00912.1.jpg,"1,8 мм",+,7 мин.,930,860,120,10.3,1430
Chery ,"Tiggo FL, V - 1,6",2013-,защита картера и КПП ,111.00911.1,111.00911.1.jpg,"1,8 мм",+,7 мин.,902,1011,143,12.1,1630
Chery ,"Amulet , V - 1,6",2004-2010,защита картера и КПП ,111.00901.1,111.00901.1.jpg,"1,8 мм",+,7 мин.,749,898,107,9.5,1545
Chery ,"Fora , V - 1,6; 2,0",2006-2010,защита картера и КПП ,111.00902.3,111.00902.3.jpg,"1,8 мм",+,7 мин.,1050,773,79,11.1,1545
Chery ,"QQ6 , V - 1,1; 1,3",2008-2010,защита картера и КПП ,111.00905.1,111.00905.1.jpg,"1,8 мм",+,6 мин.,546,780,37,6.4,1480
Chery ,"Tiggo , V - 1,8; 2,0",2005-2013,защита картера и КПП ,111.00904.2,111.00904.2.jpg,"1,8 мм",+,7 мин.,877,774,78,9.9,1565
CHEVROLET,,,,,,,,,,,,,
Chevrolet ,"Aveo, МКПП, V - 1,6 ",2012-,защита картера и КПП ,1.01015.1,1.01015.1.jpg,"1,8 мм",штатный,6 мин.,676,784,77,8.3,1515
Chevrolet ,"Captiva, V - 2,2D; 2,4i; 3,0i",2012-,защита картера и КПП ,111.04208.1,111.04208.1.jpg,"1,8 мм",+,6 мин.,981,1008,60,14,2025
Chevrolet ,"Cobalt, V - 1,5",2013-,защита картера и КПП ,111.01016.1,111.01016.1.jpg,"1,8 мм",+,5 мин.,711,750,49,6.9,1480
Chevrolet ,"Cruze, V - 1,6; 1,8",2009-,защита картера и КПП ,111.01010.2,111.01010.2.jpg,"1,8 мм",+,6 мин.,712,750,45,8.5,1460
Chevrolet ,"Epica , V - 2,0; 2,5",2006-,защита картера и КПП ,111.01003.1,111.01003.1.jpg,"1,8 мм",+,6 мин.,870,820,75,11.1,2025
Chevrolet ,"Lanos , МКПП, V - 1,5",2005-,защита картера и КПП ,111.01012.1,111.01012.1.jpg,"1,8 мм",+,5 мин.,895,930,50,11.6,1495
Chevrolet ,"Lanos, МКПП, V - 1,3; 1,4; 1,5",2005-,защита картера и КПП ,111.06501.1,111.06501.1.jpg,"1,8 мм",+,7 мин.,893,934,110,10.4,1545
Chevrolet ,"Niva, V- 1,7",2002-,защита радиатора и картера,1.01017.1,1.01017.1.jpg,"1,8 мм",штатный,6 мин.,843,673,227,10.1,2040
Chevrolet ,"Niva, V- 1,7",2002-,защита КПП,111.01014.2,111.01014.2.jpg,"1,8 мм",+,3 мин.,426,394,51,5.3,1105
Chevrolet ,"Niva, V- 1,7",2002-,защита РК,111.01011.3,111.01011.3.jpg,"1,8 мм",+,5 мин.,590,426,31,3.9,1275
Chevrolet ,"Orlando, V - 1,8",2011-,защита картера и КПП ,111.01010.2,111.01010.2.jpg,"1,8 мм",+,6 мин.,712,750,45,8.5,1460
Chevrolet ,"Spark АКПП, V - 1,0",2010-,защита картера и КПП ,111.01018.1,111.01018.1.jpg,"1,8 мм",+,6 мин.,702,740,50,8.2,1615
Chevrolet ,"Aveo, V - 1,2; 1,4",2008-2012,защита картера и КПП ,111.01001.2,111.01001.2.jpg,"1,8 мм",+,6 мин.,785,726,93,8.8,1445
Chevrolet ,"Captiva, V - 2,4; 3,2",2006-2011,защита картера и КПП ,111.01002.2,111.01002.2.jpg,"1,8 мм",+,3 мин.,676,784,77,8.3,1565
Chevrolet ,"Lacetti , V - 1,4; 1,6; 1,8",2004-2013,защита картера и КПП ,111.01004.3,111.01004.3.jpg,"1,8 мм",+,5 мин.,884,789,51,10.8,1430
Chevrolet ,"Rezzo , V - 1,6",2004-2010,защита картера и КПП ,111.01009.1,111.01009.1.jpg,"1,8 мм",+,4 мин.,978,1010,56,12.8,2125
Chevrolet ,"Spark, V - 0,8 ;1,0",2005-2010,защита картера и КПП ,111.01008.1,111.01008.1.jpg,"1,8 мм",+,5 мин.,476,905,30,7.3,1615
Chevrolet ,"Tracker , V- все",1998-2004,защита картера,111.01013.1,111.01013.1.jpg,"1,8 мм",+,6 мин.,741,657,51,7.9,2025
CHRYSLER ,,,,,,,,,,,,,
Chrysler ,"Sebring , V - 2,0; 2,4",2000-2006 ,защита картера и КПП ,111.06201.1,111.06201.1.jpg,"1,8 мм",+,6 мин.,935,891,23,14.1,1685
CITROEN,,,,,,,,,,,,,
CITROEN ,"C3 , V - 1,4; 1,6                                      ",2010-,защита картера и КПП ,111.01205.1,111.01205.1.jpg,"1,8 мм",+,5 мин.,614,931,48,9.3,1615
CITROEN ,"C3 Picasso , V - 1,4; 1,6",2009-,защита картера и КПП ,111.01202.1,111.01202.1.jpg,"1,8 мм",+,4 мин.,505,911,58,6.3,1545
CITROEN ,"C4, V - 1,6; 2,0",2006-2011 2011-,защита картера и КПП ,111.01203.2,111.01203.2.jpg,"1,8 мм",+,5 мин.,670,870,74,8.5,1545
CITROEN ,"C4 Picasso, V - 1,6",2006-,защита картера и КПП ,111.01203.2,111.01203.2.jpg,"1,8 мм",+,5 мин.,670,870,74,8.5,1545
CITROEN ,"C4 Aircross, V - 1,6;  2,0",2012-,защита картера и КПП ,111.04016.3,111.04016.3.jpg,"1,8 мм",+,10 мин.,828,831,78,9.5,1430
CITROEN ,"C5 , V - 1,8; 2,0 ; 2,2; 2,7; 3,0",2008-,защита картера и КПП ,111.01204.1,111.01204.1.jpg,"1,8 мм",+,9 мин.,724,697,52,7.3,1545
CITROEN ,"C-Crosser , V - 2,2; 2,4",2007-,защита картера и КПП ,111.04016.3,111.04016.3.jpg,"1,8 мм",+,10 мин.,828,831,78,9.5,1430
CITROEN ,"Jumper , V - все",2007-,защита картера и КПП ,111.04303.1,111.04303.1.jpg,"1,8 мм",+,8 мин.,1074,1007,149,19.9,2025
CITROEN ,"Berlingo , V - все, кроме 2,0 HDI",1996-2004,защита картера и КПП ,111.01206.1,111.01206.1.jpg,"1,8 мм",+,9 мин.,745,920,16,11,2025
CITROEN ,"C2 , V - 1,4; 1,6",2005-2009,защита картера и КПП ,111.01201.1,111.01201.1.jpg,"1,8 мм",+,5 мин.,585,950,36,8.2,1600
CITROEN ,"C3 , V - 1,4; 1,6",2005-2009,защита картера и КПП ,111.01201.1,111.01201.1.jpg,"1,8 мм",+,5 мин.,585,950,36,8.2,1600
CITROEN ,"С8, V - 2,0",2002-2005,защита картера и КПП ,111.01207.1,111.01207.1.jpg,"1,8 мм",+,7 мин.,696,870,59,10.7,1685
CITROEN ,"Xsara, V - все, кроме 1,6",1997-2000,защита картера и КПП ,111.01206.1,111.01206.1.jpg,"1,8 мм",+,9 мин.,745,920,16,11,2025
DAEWOO,,,,,,,,,,,,,
Daewoo ,"Matiz , V - 0,8; 1,0 ",2000-,защита картера и КПП ,111.01311.1,111.01311.1.jpg,"1,8 мм",+,8 мин.,482,854,103,7.4,1155
Daewoo ,"Gentra, V - 1,5 МКП",2013-,защита картера и КПП ,111.01312.1,111.01312.1.jpg,"1,8 мм",+,8 мин.,885,790,52,10.7,1225
Daewoo ,"Nexia, V - Все",2008-,защита картера и КПП ,111.01310.1,111.01310.1.jpg,"1,8 мм",+,4 мин.,846,595,100,8.2,1190
Daewoo ,"Орион М-1 Донинвест, V - все",1997-2000,защита картера и КПП ,111.01206.1,111.01206.1.jpg,"1,8 мм",+,9 мин.,745,920,16,11,2025
FAW,,,,,,,,,,,,,
FAW ,"B50 Besturn , V-1,6",2012-,защита картера и КПП ,111.08001.2,111.08001.2.jpg,"1,8 мм",+,8 мин.,806,880,88,9.6,1685
FAW ,"Oley, V-1,5",2014-,защита картера и КПП ,111.08008.1,111.08008.1.jpg,"1,8 мм",+,9 мин.,875,880,110,11,1650
FAW ,"V2 , V-1,3",2012-,защита картера и КПП ,111.08004.1,111.08004.1.jpg,"1,8 мм",+,9 мин.,544,776,54,9.6,1600
FAW ,"V5 МКПП, V-1,5",2012-,защита картера и КПП ,111.08006.1,111.08006.1.jpg,"1,8 мм",+,9 мин.,899,860,63,10.4,1685
FIAT,,,,,,,,,,,,,
Fiat ,"500 , V - 1,2; 1,4",2009-,защита картера и КПП ,1.01706.1,1.01706.1.jpg,"1,8 мм",штатный,4 мин.,764,650,52,8.4,1545
Fiat ,"Bravo , V - 1,4 ",2007-,защита картера и КПП ,111.01705.1,111.01705.1.jpg,"1,8 мм",+,6 мин.,665,896,82,9.7,1545
Fiat ,"Doblo Panorama, V - 1,4",2006-,защита картера и КПП ,1.01702.2,1.01702.2.jpg,"1,8 мм",штатный,9 мин.,874,1140,118,15.2,1785
Fiat ,"Ducato , V - все",2012-,защита картера и КПП ,111.04303.1,111.04303.1.jpg,"1,8 мм",+,8 мин.,1074,1007,149,19.9,2025
Fiat ,"Freemont ,АКП, V - 2,4",2013-,защита картера и КПП ,111.01709.1,111.01709.1.jpg,"1,8 мм",+,8 мин.,950,950,85,12,1650
Fiat ,"Grande Punto , V - 1,4",2006-,защита картера и КПП ,1.01703.1,1.01703.1.jpg,"1,8 мм",штатный,5 мин.,628,860,65,11.8,1785
Fiat ,"Linea , V - 1,4 ",2010-,защита картера и КПП ,111.01707.1,111.01707.1.jpg,"1,8 мм",+,7 мин.,669,735,85,8.4,1495
Fiat ,"Punto , V - 1,4",2005-,защита картера и КПП ,1.01703.1,1.01703.1.jpg,"1,8 мм",штатный,5 мин.,628,860,65,11.8,1785
Fiat ,"Sedici , V - 1,6",2005-,защита картера и КПП ,111.05505.3,111.05505.3.jpg,"1,8 мм",+,6 мин.,885,715,41,9.7,1445
Fiat ,"Albea картер , V - 1,4",2006-2011,защита картера и КПП ,111.01701.3,111.01701.3.jpg,"1,8 мм",+,9 мин.,669,713,75,8,1495
Fiat ,"Ducato картер, V - 2,3",2002-2011,защита картера и КПП ,111.01708.1,111.01708.1.jpg,"1,8 мм",+,9 мин.,755,988,102,16.6,2040
Fiat ,"Panda картер , V - 1,1; 1,2",2003-2012,защита картера и КПП ,111.01704.1,111.01704.1.jpg,"1,8 мм",+,9 мин.,760,905,61,10.2,1715
FORD,,,,,,,,,,,,,
Ford ,"Escape , V - 2,3",2008-,защита картера и КПП ,111.01803.1,111.01803.1.jpg,"1,8 мм",+,9 мин.,835,1070,70,14,1545
Ford ,"Edge, V - 3,5",2014-,защита картера и КПП ,111.01837.1,111.01837.1.jpg,"1,8 мм",+,7 мин.,750,940,95,11.5,1820
Ford ,"Explorer , V - 3,5",2011-2013 2013-,защита картера и КПП ,111.01836.1,111.01836.1.jpg,"1,8 мм",+,8 мин.,700,950,110,12.5,3180
Ford ,"Focus II,III ",2005-2011 2011-,защита картера и КПП  (универсальная),111.01825.1,111.01825.1.jpg,"1,8 мм",+,7 мин.,902,990,70,11,1375
Ford ,"Fusion , V - 1,4; 1,6",2002-,защита картера и КПП ,111.01806.3,111.01806.3.jpg,"1,8 мм",+,9 мин.,0,0,0,0,1580
Ford ,"Fiesta , V -1,3; 1,4; 1,6",2008-,защита картера и КПП ,111.01805.2,111.01805.2.jpg,"1,8 мм",+,9 мин.,709,861,84,11.8,1580
Ford ,"Galaxy , V - 2,0; 2,2; 2,3",2006-,защита картера и КПП ,111.01827.1,111.01827.1.jpg,"1,8 мм",+,7 мин.,657,950,54,9.7,1545
Ford,"Kuga , V - 1,6; 2,5 (без удаления пыльника)",2013-,защита картера и КПП ,111.01838.1,111.01838.1.jpg,"1,8 мм",+,8 мин.,730,995,45,10.8,1565
Ford ,"Mondeo , V - 1,6; 2,0",2007-,защита картера и КПП ,111.01827.1,111.01827.1.jpg,"1,8 мм",+,7 мин.,657,950,54,9.7,1545
Ford ,"Ranger , V - 2,2",2012-,защита радиатора  ,111.01829.1,111.01829.1.jpg,"1,8 мм",+,5 мин.,520,686,58,6.4,1275
Ford ,"Ranger , V - 2,2",2012-,защита картера,111.01830.1,111.01830.1.jpg,"1,8 мм",+,4 мин.,480,596,51,5.2,1190
Ford ,"Ranger , V - 2,2",2012-,защита КПП,111.01831.1,111.01831.1.jpg,"1,8 мм",+,4 мин.,807,851,74,9.6,1445
Ford ,"Ranger , V - 2,2",2012-,защита РК,111.01832.1,111.01832.1.jpg,"1,8 мм",+,8 мин.,543,738,50,9.9,1395
Ford ,"S-Max , V - 2,0",2006-,защита картера и КПП ,111.01827.1,111.01827.1.jpg,"1,8 мм",+,7 мин.,657,950,54,9.7,1545
Ford ,"Torneo Custom , V - 2,2",2013-,защита картера и КПП ,111.01839.1,111.01839.1.jpg,"1,8 мм",+,8 мин.,610,970,140,13.7,1835
Ford ,"Transit Connect , V - 1,8; 1,8D",2007-,защита картера и КПП ,111.01801.1,111.01801.1.jpg,"1,8 мм",+,9 мин.,928,1001,28,15.4,1855
Ford ,"Transit задний привод , V - 2,2TD; 2,4TD",2007-,защита картера и КПП ,111.01817.1,111.01817.1.jpg,"1,8 мм",+,8 мин.,903,801,72,16.5,2025
Ford ,"Transit передний привод , V-2,2 TDI",2007-,защита картера и КПП ,111.01833.1,111.01833.1.jpg,"1,8 мм",+,8 мин.,808,966,79,17.1,2075
Ford ,"С-Max , V - все",2003-2010,защита картера и КПП ,111.01825.1,111.01825.1.jpg,"1,8 мм",+,7 мин.,902,990,70,11,1375
Ford ,"Explorer , V - 4,0; 4,6",2006-2011,защита картера часть 1,111.01818.1,111.01818.1.jpg,"1,8 мм",+,6 мин.,602,700,44,9.5,1530
Ford ,"Explorer , V - 4,0; 4,6",2006-2011,защита картера часть 2,111.01819.1,111.01819.1.jpg,"1,8 мм",+,5 мин.,656,608,39,7.1,1240
Ford ,"Explorer , V - 4,0; 4,6",2006-2011,защита КПП и РК ,111.01820.1,111.01820.1.jpg,"1,8 мм",+,5 мин.,836,677,69,8.5,1275
Ford ,"Focus I , V - все",1998-2005,защита картера и КПП ,111.01822.1,111.01822.1.jpg,"1,8 мм",+,9 мин.,978,930,62,14,2025
Ford ,"Focus II , V - все",2005-2011,защита картера и КПП ,111.01825.1,111.01825.1.jpg,"1,8 мм",+,7 мин.,902,990,70,11,1375
Ford ,"Fiesta , V -1,3; 1,4; 1,6",2002-2008,защита картера и КПП ,111.01806.3,111.01806.3.jpg,"1,8 мм",+,9 мин.,0,0,0,0,1580
Ford ,"Kuga , V - 2,0",2008-2013,защита картера и КПП ,111.01825.1,111.01825.1.jpg,"1,8 мм",+,6 мин.,902,990,70,11,1375
Ford ,"Mondeo , V - 2,5Т",2007-2010,защита картера и КПП ,111.01808.1,111.01808.1.jpg,"1,8 мм",+,7 мин.,771,950,42,10.7,1565
Ford ,"Ranger , V - 2,5Т",2007-2012,защита картера,1.01821.1,1.01821.1.jpg,"1,8 мм",+,6 мин.,0,0,0,0,1410
Ford ,"Ranger , V - 2,5Т",2007-2012,защита КПП,111.01809.1,111.01809.1.jpg,"1,8 мм",+,4 мин.,726,678,58,8.4,1205
Ford ,"Ranger , V - 2,5Т",2007-2012,защита РК,111.01810.1,111.01810.1.jpg,"1,8 мм",+,2 мин.,492,704,48,4.1,1105
Ford ,"S-Max , V - 2,5Т",2006-2010,защита картера и КПП ,111.01808.1,111.01808.1.jpg,"1,8 мм",+,7 мин.,771,950,42,10.7,1565
GREAT WALL,,,,,,,,,,,,,
Great Wall ,"Hover H3 (бензин) ,V - 2,0i; 2,4i",2006-2011 2011-,защита картера,111.02007.1,111.02007.1.jpg,"1,8 мм",+,6 мин.,802,538,80,7.5,1375
Great Wall ,"Hover H3 (дизель/бензин) , V - 2,0i; 2,4; 2,0TD",2006-2011 2011-,защита КПП,111.02002.2,111.02002.2.jpg,"1,8 мм",+,5 мин.,669,443,58,3.9,1155
Great Wall ,"Hover H3 (дизель/бензин) , V - 2,0i; 2,4; 2,0TD",2006-2011 2011-,защита РК,111.02006.1,111.02006.1.jpg,"1,8 мм",+,4 мин.,610,568,40,5.5,1205
Great Wall ,"Hover H5 (дизель) , V - 2,0 TD ",2011-,защита картера,111.02001.3,111.02001.3.jpg,"1,8 мм",+,6 мин.,802,541,195,8.4,1375
Great Wall ,"Hover Н5 (бензин) ,V - 2,0i; 2,4i",2006-2011 2011-,защита картера,111.02007.1,111.02007.1.jpg,"1,8 мм",+,6 мин.,802,538,80,7.5,1375
Great Wall ," Hover Н5 (бензин/дизель), V - 2,0i; 2,4i; 2,0TD",2006-2011 2011-,защита КПП,111.02002.2,111.02002.2.jpg,"1,8 мм",+,5 мин.,669,443,58,3.9,1155
Great Wall ," Hover Н5 (бензин/дизель), V - 2,0i; 2,4i; 2,0TD",2006-2011 2011-,защита РК,111.02006.1,111.02006.1.jpg,"1,8 мм",+,4 мин.,610,568,40,5.5,1205
Great Wall ,"Hover H6 2WD ,V - 1,5T; 2,0TD",2013-,защита картера и КПП ,111.02010.1,111.02010.1.jpg,"1,8 мм",+,7 мин.,670,885,75,8.8,1565
Great Wall ,"Hover M2 2WD ,V - 1,5",2013-,защита картера и КПП ,111.02011.1,111.02011.1.jpg,"1,8 мм",+,7 мин.,850,860,40,10,1615
Great Wall ,"Hover M4 2WD ,V - 1,5",2013-,защита картера и КПП ,111.02011.1,111.02011.1.jpg,"1,8 мм",+,7 мин.,850,860,40,10,1615
Great Wall ,"Florid , V - 1,5 ",2008-,защита картера и КПП ,111.05730.1,111.05730.1.jpg,"1,8 мм",+,7 мин.,851,850,50,10.4,1515
Great Wall ,"Coolbear , V - 1,5",2008-,защита картера и КПП ,111.05730.1,111.05730.1.jpg,"1,8 мм",+,7 мин.,851,850,50,10.4,1515
GEELY,,,,,,,,,,,,,
Geely ,"MK , V - 1,5",2008-,защита картера и КПП ,111.01901.3,111.01901.3.jpg,"1,8 мм",+,9 мин.,860,860,73,11,1430
Geely ,"GC6 , V - 1,5",2014-,защита картера и КПП ,111.01901.3,111.01901.3.jpg,"1,8 мм",+,9 мин.,860,860,73,11,1430
Geely ,"MK Cross , V - 1,5",2011-,защита картера и КПП ,111.01901.3,111.01901.3.jpg,"1,8 мм",+,9 мин.,860,860,73,11,1430
Geely ,"Emgrand , V - 1,5; 1,8",2011-,защита картера,111.01902.3,111.01902.3.jpg,"1,8 мм",+,7 мин.,0,0,0,0,1445
Geely ,"Emgrand X7 , FWD, V - 2,0",2013-,защита картера и КПП ,111.01911.1,111.01911.1.jpg,"1,8 мм",+,7 мин.,645,890,75,9.9,1735
Geely ,"Emgrand X7 , FWD, V - 2,0",2013-,защита топливных бака,111.01910.1,111.01910.1.jpg,"1,8 мм",+,9 мин.,1350,555,75,14,1955
Geely ,"Vision, V - 1,8",2007-2011,защита картера и КПП ,111.01902.3,111.01902.3.jpg,"1,8 мм",+,7 мин.,0,0,0,0,1445
HAIMA,,,,,,,,,,,,,
Haima ,"3 МКПП , V - 1.8",2010-,защита картера и КПП ,111.07001.1,111.07001.1.jpg,"1,8 мм",+,5 мин.,728,814,91,7.3,1545
Haima ,"7 , V - 2,0",2013-,защита картера и КПП ,111.07002.1,111.07002.1.jpg,"1,8 мм",+,8 мин.,669,835,145,10.1,1665
HONDA,,,,,,,,,,,,,
Honda ,"Accord , V - 2,4; 3,5",2013-,защита картера и КПП ,111.02126.1,111.02126.1.jpg,"1,8 мм",+,7 мин.,727,750,31,8.6,1580
Honda ,"Civic 4dr , V - 1,8",2012-,защита картера и КПП ,111.02120.1,111.02120.1.jpg,"1,8 мм",+,6 мин.,612,797,53,8,1580
Honda ,"Civic 5D, V - 1,8",2012-,защита картера и КПП ,111.02122.1,111.02122.1.jpg,"1,8 мм",+,6 мин.,735,955,32,11.2,1600
Honda ,"CR-V , V - 2,0 i",2012-,защита картера и КПП ,111.02125.1,111.02125.1.jpg,"1,8 мм",+,6 мин.,650,742,50,7.6,1565
Honda ,"CR-V, V - 2,4",2012-,защита картера и КПП ,111.02130.1,111.02130.1.jpg,"1,8 мм",+,6 мин.,728,742,67,7.8,1820
Honda ,"Crosstour , V-3,5; АКП",2010-,защита картера и КПП ,111.02116.1,111.02116.1.jpg,"1,8 мм",+,8 мин.,734,1072,67,12.4,1770
Honda ,"Pilot , V - 3,5",2012-,защита картера и КПП ,111.02127.1,111.02127.1.jpg,"1,8 мм",+,7 мин.,867,750,100,10.5,1665
Honda ,"Pilot , V - 3,5",2012-,защита топливных трубок,111.02124.1,111.02124.1.jpg,"1,8 мм",+,11 мин.,1210,587,78,16.3,2140
Honda ,"Pilot , V - 3,5",2012-,защита редуктора,111.02123.1,111.02123.1.jpg,"1,8 мм",+,6 мин.,446,407,58,4.7,1175
Honda ,"Jazz , V -1,2; 1,4",2008-,защита картера и КПП ,111.02107.1,111.02107.1.jpg,"1,8 мм",+,6 мин.,760,609,35,8.5,1545
Honda ,"Accord V , V - все",1993-1996,защита картера и КПП ,111.02118.1,111.02118.1.jpg,"1,8 мм",+,8 мин.,849,920,74,13.7,2125
Honda ,"Accord VI , V-все",1999-2002,защита картера и КПП       (2 части),111.02119.1,111.02119.1.jpg,"1,8 мм",+,10 мин.,497,830,56,11.5,2295
Honda ,"Accord VII , V - все",2002-2008,защита картера и КПП ,111.02117.1,111.02117.1.jpg,"1,8 мм",+,9 мин.,853,1120,67,13.3,2125
Honda ,"Accord , V - 2,0; 2,4",2008-2012,защита картера и КПП ,111.02101.2,111.02101.2.jpg,"1,8 мм",+,8 мин.,711,1050,58,12.5,1665
Honda ,"Civic 4dr , V - 1,8",2006-,защита картера и КПП ,111.02108.1,111.02108.1.jpg,"1,8 мм",+,6 мин.,0,0,0,0,1650
Honda ,"Civic 5dr , V - 1,8",2006-,защита картера и КПП ,111.02103.1,111.02103.1.jpg,"1,8 мм",+,6 мин.,735,955,32,11.2,1615
Honda ,"Civic VI, V-все ",1995-2001,защита картера и КПП ,111.02109.1,111.02109.1.jpg,"1,8 мм",+,6 мин.,981,900,65,14.4,2125
Honda ,"CR-V II , V - все",2002-2006,защита картера и КПП ,111.02110.1,111.02110.1.jpg,"1,8 мм",+,7 мин.,727,990,44,9.6,2125
Honda ,"CR-V III , V - 2,0; 2,4",2007-2012,защита картера и КПП ,111.02104.2,111.02104.2.jpg,"1,8 мм",+,5 мин.,792,960,57,10.9,1650
Honda ,"Fit , V - все",2001-2008,защита картера и КПП ,111.02111.1,111.02111.1.jpg,"1,8 мм",+,9 мин.,787,717,42,9.7,2125
Honda ,"HR-V , V - 1,6",1998-2005,защита картера и КПП ,111.02112.1,111.02112.1.jpg,"1,8 мм",+,7 мин.,879,789,130,12.7,2125
Honda ,"Jazz , V -1,4",2004-2008,защита картера и КПП ,111.02106.1,111.02106.1.jpg,"1,8 мм",+,6 мин.,818,786,54,9.8,2125
Honda ,"Partner , V - 1,5",1998-2006,защита картера и КПП ,111.02109.1,111.02109.1.jpg,"1,8 мм",+,6 мин.,981,900,65,14.4,2125
Honda ,"Pilot , V - 3,5",2008-2011,защита картера и КПП ,111.02105.3,111.02105.3.jpg,"1,8 мм",+,7 мин.,867,750,100,10.5,1615
Honda ,"Shuttle , V - все",1994-2001,защита картера и КПП ,111.02115.1,111.02115.1.jpg,"1,8 мм",+,9 мин.,849,942,74,14.8,2125
HYUNDAI,,,,,,,,,,,,,
