ACURA,,,,,,,,,,,,,,,
Chevrolet,"Niva , V- 1,7",2002-,защита картера ,3.1017.1,3.1017.1.jpg,Да,4 мм,штатный ,10 мин.,"Да(1,7)",845,750,230,6.3,6235
Chevrolet,"Niva , V- 1,7",2002-,защита КПП ,333.1014.2,333.1014.2.jpg,Да,4 мм,+,3 мин.,-,625,430,110,2.8,2000
Chevrolet,"Niva , V- 1,7",2002-,защита РК ,333.1011.3,333.1011.3.jpg,Да,4 мм,+,6 мин.,-,425,400,65,2.5,2080
Chevrolet,"Tahoe , V - 5,3     ",2007-,защита картера ,333.0806.1,333.0806.1.jpg,нет,4 мм,+,8 мин.,нет,922,716,311,7.6,7720
Chevrolet,"Tahoe , V - 5,3       ",2007-,защита КПП и РК ,333.0807.1,333.0807.1.jpg,нет,4 мм,+,7 мин.,-,1339,850,40,11,10250
CHRYSLER,,,,,,,,,,,,,,,
Chrysler,"300C , V - все",2012-,защита картера ,333.1101.1,333.1101.1.jpg,нет,4 мм,+,5 мин.,нет,724,623,63,5.5,6380
Chrysler,"300C , V - все                                          ",2012-,защита КПП ,333.1102.1,333.1102.1.jpg,нет,4 мм,+,7 мин.,-,957,453,42,6.6,6380
CITROЁN,,,,,,,,,,,,,,,
Citroёn,"C4 , V - 1,6",2006-2011  2011-,защита картера и КПП ,333.1203.2,333.1203.2.jpg,нет,4 мм,+,5 мин.,нет,674,870,77,6.3,4970
Citroёn,"C-Crosser , V - 2,2; 2,4",2007-,защита картера и КПП ,333.4016.3,333.4016.3.jpg,Да,3 мм,+,10 мин.,нет,828,831,78,7.3,4970
Citroёn,"Jamper , V - все",2007-,защита картера и КПП ,333.4303.1,333.4303.1.jpg,нет,4 мм,+,8 мин.,"Да(2,2; 3,0)",1074,1007,149,14.9,6235
DODGE,,,,,,,,,,,,,,,
Dodge ,"Journey , V - 3,6",2007- ,защита картера и КПП ,333.1501.1,333.1501.1.jpg,нет,4 мм,+,6 мин.,нет,1013,1000,80,11,9130
FIAT,,,,,,,,,,,,,,,
Fiat ,"Ducato , V - все",2012-,защита картера и КПП ,333.4303.1,333.4303.1.jpg,нет,4 мм,+,8 мин.,"Да (2,2; 3,0)",1074,1007,149,14.9,6235
Fiat ,"Sedici , V - 1,6",2005-,защита картера и КПП ,333.5505.3,333.5505.3.jpg,Да,3 мм,+,6 мин.,"Да(1,6)",885,715,41,7,4970
FORD,,,,,,,,,,,,,,,
Ford ,"Ecosport, FWD V - 1,6",2014-,защита картера и КПП ,333.1847.1,333.1847.1.jpg,нет,4 мм,+,9 мин.,нет,725,950,100,10.3,5190
Ford ,"Edge, V - 3,5",2014-,защита картера и КПП ,333.1837.1,333.1837.1.jpg,нет,4 мм,+,7 мин.,"Да(3,5)",750,940,95,9,5190
Ford,"Explorer картер V - 3,5",2011-2013 2013-,защита картера и КПП ,333.1836.1,333.1836.1.jpg,нет,4 мм,+,8 мин.,"Да (3,5  294hp)",700,950,110,9.5,5190
Ford,Explorer картер V - все,2011-2013 2013-,защита трубок кондиционера,333.1835.1,333.1835.1.jpg,нет,4 мм,+,4 мин.,-,495,350,110,1.9,2595
Ford,"Focus II,III ",2005-2011 2011-,защита картера и КПП (универсальная),333.1825.1,333.1825.1.jpg,Да,3 мм,+,7 мин.,нет,902,990,70,8.9,4970
Ford,"Fusion , V - 1,4; 1,6",2002-,защита картера и КПП ,333.1806.1,333.1806.1.jpg,нет,4 мм,+,9 мин.,нет,709,855,78,10.6,4970
Ford,"Galaxy , V - 2,0; 2,2; 2,3",2006-,защита картера и КПП ,333.1827.1,333.1827.1.jpg,Да,3 мм,+,7 мин.,нет,659,950,56,5.5,4970
Ford,"Kuga , V - 1,6; 2,5 (без удаления пыльника)",2013-,защита картера и КПП ,333.1838.1,333.1838.1.jpg,нет,4 мм,+,8 мин.,нет,730,995,45,7.7,5125
Ford,"Kuga , V - 1,6",2013-,защита картера и КПП ,333.1834.1,333.1834.1.jpg,,,,,,,,,,2840
Ford,"Mondeo , V - 1,6; 2,0",2007-,защита картера и КПП ,333.1827.1,333.1827.1.jpg,Да,3 мм,+,7 мин.,нет,659,950,56,5.5,4970
Ford,"Ranger , V - 2,2",2012-,защита радиатора,333.1829.1,333.1829.1.jpg,нет,4 мм,+,5 мин.,-,520,702,110,4.8,3265
Ford,"Ranger , V - 2,2",2012-,защита картера ,333.1830.1,333.1830.1.jpg,нет,4 мм,+,4 мин.,нет,480,600,55,3.8,2485
Ford,"Ranger , V - 2,2",2012-,защита КПП,333.1831.1,333.1831.1.jpg,нет,4 мм,+,4 мин.,-,807,851,74,6.9,4500
Ford,"Ranger , V - 2,2",2012-,защита РК,333.1832.1,333.1832.1.jpg,нет,4 мм,+,8 мин.,-,543,738,50,9.9,3410
Ford,"Ranger , V - 2,2",2012-,защита топливного бака,333.1845.1,333.1845.1.jpg,нет,4 мм,+,8 мин.,-,1363,472,41,7.1,6690
Ford,"S-Max , V - 2,0",2006-,защита картера и КПП ,333.1827.1,333.1827.1.jpg,Да,3 мм,+,7 мин.,нет,659,950,56,5.5,4970
Ford,"Transit Connect , V - 1,8; 1,8D",2007,защита картера и КПП ,333.1801.1,333.1801.1.jpg,нет,4 мм,+,9 мин.,нет,928,998,32,10.3,6690
Ford,"Transit задний привод , V-2,2TD; 2,4TD",2007-,защита картера и КПП ,333.1817.1,333.1817.1.jpg,нет,4 мм,+,8 мин.,нет,913,801,72,11.9,6690
Ford,"Transit передний привод , V-2,2 TDI",2007-,защита картера и КПП ,333.1833.1,333.1833.1.jpg,нет,4 мм,+,8 мин.,нет,810,966,83,13.4,6690
Ford,"Fiesta , V -1,3; 1,4",2002-2008,защита картера и КПП ,333.1806.1,333.1806.1.jpg,нет,4 мм,+,9 мин.,нет,709,855,78,10.6,4970
GREAT WALL,,,,,,,,,,,,,,,
Great Wall,"Hover (дизель) , V - 2,0 TD ",2011-,защита картера ,333.2001.3,333.2001.3.jpg,Да,3 мм,+,6 мин.,нет,802,541,197,5.3,4310
Great Wall,"Hover (бензин) ,V - 2,0i; 2,4 ",2006-2010 2011-,защита картера ,333.2007.1,333.2007.1.jpg,нет,4 мм,+,6 мин.,нет,802,538,80,5.7,4310
Great Wall,"Hover (дизель/бензин) , V - все",2006-2010 2011-,защита КПП,333.2002.2,333.2002.2.jpg,Да,3 мм,+,5 мин.,-,669,444,60,2.3,3125
Great Wall,"Hover (дизель/бензин) , V - все",2006-2010 2011-,защита РК,333.2006.1,333.2006.1.jpg,Да,3 мм,+,4 мин.,-,610,570,42,3.3,3125
HONDA,,,,,,,,,,,,,,,
Honda ,"Accord , V - 2,4; 3,5",2013-,защита картера и КПП ,333.2126.1,333.2126.1.jpg,нет,4 мм,+,8 мин.,"Да(2,4; 3,5)",728,750,35,5.9,4970
Honda ,"Civic 4dr , V - 1,8",2013-,защита картера и КПП ,333.2120.1,333.2120.1.jpg,нет,4 мм,+,8 мин.,нет,612,797,53,5.7,4970
Honda ,"Crosstour , V-3,5; АКП",2010-,защита картера и КПП ,333.2116.1,333.2116.1.jpg,нет,4 мм,+,8 мин.,нет,734,1072,71,10.2,4970
Honda ,"CR-V, V - 2,0",2012-,защита картера и КПП ,333.2125.1,333.2125.1.jpg,нет,4 мм,+,6 мин.,"Да(2,0)",650,742,50,5.5,4970
Honda ,"CR-V, V - 2,4",2012-,защита картера и КПП ,333.2130.1,333.2130.1.jpg,нет,4 мм,+,6 мин.,"Да(2,4)",728,742,67,5.7,4970
Honda ,"CR-V, V - 2,0; 2,4",2012-,защита топливных бака,333.2129.1,333.2129.1.jpg,нет,4 мм,+,8 мин.,-,648,437,33,5,6690
Honda ,"CR-V, V - 2,0; 2,4",2012-,защита редуктора,333.2128.1,333.2128.1.jpg,нет,4 мм,+,6 мин.,-,575,353,71,4,4160
Honda ,"Pilot , V - 3,5",2012-,защита картера и КПП ,333.2127.1,333.2127.1.jpg,нет,4 мм,+,7 мин.,"Да(3,5)",868,750,100,7.6,5785
Honda ,"Pilot , V - 3,5",2012-,защита топливных трубок,333.2124.1,333.2124.1.jpg,нет,4 мм,+,11 мин.,-,1210,587,78,11.9,6690
Honda ,"Pilot , V - 3,5",2012-,защита редуктора,333.2123.1,333.2123.1.jpg,нет,4 мм,+,6 мин.,-,447,411,60,3.7,4160
Honda ,"Jazz , V -1,6",2008-,защита картера и КПП ,333.2107.1,333.2107.1.jpg,нет,4 мм,+,6 мин.,нет,762,620,37,6.6,4970
Honda ,"Accord , V - 2,0; 2,4",2008-2012,защита картера и КПП ,333.2101.1,333.2101.1.jpg,нет,4 мм,+,8 мин.,нет,714,1068,55,9.8,4970
Honda ,"Civic 5dr , V - 1,8",2006-2012,защита картера и КПП ,333.2103.1,333.2103.1.jpg,нет,4 мм,+,6 мин.,нет,830,830,51,9.8,4970
Honda ,"CR-V III , V - 2,0; 2,4",2007-2012,защита картера и КПП ,333.2104.2,333.2104.2.jpg,нет,4 мм,+,5 мин.,"Да (2,0; 2,4)",790,960,63,8.1,4970
HYUNDAI,,,,,,,,,,,,,,,
Hyundai ,"Avante , V - 1,6",2011-,защита картера и КПП ,333.2324.2,333.2324.2.jpg,Да,3 мм,+,9 мин.,нет,600,790,56,7.2,4970
Hyundai ,"Elantra , V - 1,6",2011-,защита картера и КПП ,333.2324.2,333.2324.2.jpg,Да,3 мм,+,9 мин.,нет,600,790,56,7.2,4970
Hyundai ,"Equus , V - 3,8",2009-,защита картера,333.2329.1,333.2329.1.jpg,нет,4 мм,+,8 мин.,нет,601,912,25,7.3,4995
Hyundai ,"Equus , V - 3,8",2009-,защита КПП ,333.2332.1,333.2332.1.jpg,нет,4 мм,+,5 мин.,-,931,436,52,5.1,3320
Hyundai ,"Genesis Coupe , V - 2,0Т",2009-,защита картера ,333.2329.1,333.2329.1.jpg,нет,4 мм,+,8 мин.,нет,601,912,25,7.3,4995
Hyundai ,"Genesis Coupe , V - 2,0Т",2009-,защита КПП,333.2332.1,333.2332.1.jpg,нет,4 мм,+,5 мин.,-,931,436,52,5.1,3320
Hyundai ,"Grandeur , V - 3,0",2011-,защита картера и КПП ,333.2331.1,333.2331.1.jpg,нет,4 мм,+,9 мин.,нет,716,1017,50,8.3,4970
Hyundai ,"H1 , V - Все",2007-,защита радиатора и картера ,333.2334.1,333.2334.1.jpg,нет,4 мм,+,6 мин.,нет,620,850,76,5.5,4970
Hyundai ,"H1 , V - Все",2007-,защита КПП часть 1,333.2335.1,333.2335.1.jpg,нет,4 мм,+,7 мин.,-,439,581,32,3.3,3080
Hyundai ,"H1 , V - Все",2007-,защита КПП часть 2,333.2336.1,333.2336.1.jpg,нет,4 мм,+,5 мин.,-,510,561,36,3.4,3905
Hyundai ,"i20 , V - 1,2; 1,4; 1,6",2009-,защита картера и КПП ,333.2305.1,333.2305.1.jpg,нет,4 мм,+,5 мин.,нет,750,720,56,5.9,4970
Hyundai ,"i30 , V - Все, кроме 1,6D",2012-,защита картера и КПП ,333.2327.1,333.2327.1.jpg,Да,3 мм,+,8 мин.,нет,632,790,42,7.7,4970
Hyundai ,"i40 , V - 2,0",2012-,защита картера и КПП ,333.2342.1,333.2342.1.jpg,Да,3 мм,+,8 мин.,"Да(2,0)",837,940,70,8.6,4970
Hyundai ,"ix35 , V - 2,0",2010-,защита картера и КПП ,333.2323.2,333.2323.2.jpg,Да,3 мм,+,9 мин.,нет,614,766,102,7.3,5190
Hyundai ,"Solaris , V - 1,4; 1,6 ",2011-,защита картера и КПП ,333.2343.1,333.2343.1.jpg,Да,3 мм,+,9 мин.,"Да (1,4; 1,6)",970,700,95,4.8,4970
Hyundai ,"Santa Fe ,  V - 2,2D; 2,4i                                 ",2012-,защита картера и КПП ,333.2341.1,333.2341.1.jpg,Да,3 мм,+,7 мин.,нет,734,742,62,8.3,4970
Hyundai ,"Santa Fe ,  V - 2,2D; 2,4i                                 ",2012-,защита редуктора,333.2337.1,333.2337.1.jpg,нет,4 мм,+,5 мин.,-,464,282,40,4.3,3190
Hyundai ,"Santa Fe ,  V - 2,2D; 2,4i                                 ",2012-,защита топливного бака,333.2338.1,333.2338.1.jpg,нет,4 мм,#REF!,9 мин.,-,769,617,30,6.9,4970
Hyundai ,"Sonata V , V - 2,0; 2,7",2001-,защита картера и КПП ,333.2310.1,333.2310.1.jpg,нет,4 мм,+,5 мин.,нет,918,734,76,20.2,4970
Hyundai ,"Veloster , V - 1,6",2012-,защита картера и КПП ,333.2328.1,333.2328.1.jpg,нет,4 мм,+,8 мин.,нет,646,790,85,7.8,4970
Hyundai ,"Elantra , V - 1,6; 2,0",2007-2011,защита картера и КПП ,333.2302.2,333.2302.2.jpg,нет,4 мм,+,4 мин.,нет,527,880,45,5.6,4970
Hyundai ,"i30 , V - 1,4; 1,6",2007-2012,защита картера и КПП ,333.2302.2,333.2302.2.jpg,нет,4 мм,+,4 мин.,нет,527,880,45,5.6,4970
Hyundai ,"ix55 , V - 3,8",2008-2012,защита картера и КПП ,333.2306.1,333.2306.1.jpg,нет,4 мм,+,7 мин.,"Да(3,8)",828,870,39,7.9,4970
Hyundai ,"Santa Fe ,  V - 2,2; 2,4                                  ",2010-2012,защита картера и КПП ,333.2318.1,333.2318.1.jpg,нет,4 мм,+,7 мин.,нет,720,865,26,6.6,4970
Hyundai ,"Sonata , V - 2,0",2010-2012,защита картера и КПП ,333.2320.2,333.2320.2.jpg,нет,4 мм,+,7 мин.,"Да(2,0)",756,910,31,6.7,4970
INFINITI,,,,,,,,,,,,,,,
Infiniti ,"Q50; 2WD, 4WD, V - 2,0; 3,5 Hybrid",2013-,защита картера ,333.2417.1,333.2417.1.jpg,нет,4 мм,+,7 мин.,"Да(2,0; 3,5 Hybrid)",76,995,810,8.2,6525
Infiniti ,"Q50; 2WD, 4WD, V - 2,0; 3,5 Hybrid",2013-,защита КПП,333.2418.1,333.2418.1.jpg,нет,4 мм,+,5 мин.,-,700,382,50,5.5,4860
Infiniti ,"Q50; 4WD, V - 3,5 Hybrid",2013-,защита РК ,333.2419.1,333.2419.1.jpg,нет,4 мм,+,4 мин.,-,343,415,50,2.9,3550
Infiniti ,"QX50 , V - 2,5",2013-,защита картера ,333.2403.2,333.2403.2.jpg,нет,4 мм,+,6 мин.,нет,724,1000,67,7.3,6525
Infiniti ,"QX50 , V - 2,5",2013-,защита КПП,333.2416.1,333.2416.1.jpg,нет,4 мм,+,6 мин.,-,714,350,60,6.4,4355
Infiniti ,"QX70 , V - 3,7",2013-,защита картера ,333.2401.1,333.2401.1.jpg,нет,4 мм,+,7 мин.,нет,481,1000,46,5.6,6190
Infiniti ,"QX70 , V - 3,7",2013-,защита КПП,333.2402.1,333.2402.1.jpg,нет,4 мм,+,6 мин.,-,981,33,34,5.5,4680
Infiniti ,"QX70 , V - 5,0",2013-,защита картера ,333.2401.1,333.2401.1.jpg,нет,4 мм,+,7 мин.,нет,481,1000,46,5.6,6190
Infiniti ,"QX70 , V - 5,0",2013-,защита КПП,333.2405.1,333.2405.1.jpg,нет,4 мм,+,7 мин.,-,1154,356,33,6.2,4680
Infiniti ,"QX60, V - 3,5 ",2013-,защита картера и КПП,333.2415.2,333.2415.2.jpg,нет,4 мм,+,7 мин.,нет,727,896,94,7.4,7200
Infiniti ,"Q70, V - 2,5",2014-,защита картера ,333.2414.1,333.2414.1.jpg,нет,4 мм,+,8 мин.,нет,827,980,79,7.7,6320
Infiniti ,"Q70, V - 2,5",2014-,защита КПП,333.2407.1,333.2407.1.jpg,нет,4 мм,+,7 мин.,-,788,338,24,5,4565
Infiniti ,"Q70, V - 3,7",2014-,защита картера ,333.2412.1,333.2412.1.jpg,нет,4 мм,+,6 мин.,нет,815,980,79,7,6190
Infiniti ,"QX80, V - 5,6                                               ",2013-,защита радиатора ,3.2408.1,3.2408.1.jpg,нет,4 мм,штатный,5 мин.,-,583,777,82,5.5,4860
Infiniti ,"QX80, V - 5,6                                               ",2013-,защита картера ,333.4122.1,333.4122.1.jpg,нет,4 мм,+,5 мин.,нет,548,473,56,3.7,3550
Infiniti ,"QX80, V - 5,6                                               ",2013-,защита КПП ,333.4123.1,333.4123.1.jpg,нет,4 мм,+,7 мин.,-,710,370,30,3.3,3550
Infiniti ,"QX80, V - 5,6                                               ",2013-,защита РК ,333.4124.2,333.4124.2.jpg,нет,4 мм,+,6 мин.,-,669,435,21,5.5,4175
Infiniti ,"EX 25 , V - 2,5",2008-2013,защита картера ,333.2403.2,333.2403.2.jpg,нет,4 мм,+,6 мин.,нет,724,1000,67,7.3,6525
Infiniti ,"EX 25 , V - 2,5",2008-2013,защита КПП,333.2416.1,333.2416.1.jpg,нет,4 мм,+,6 мин.,-,714,350,60,6.4,4355
Infiniti ,"EX 35 , V - 3,5",2008-2013,защита картера ,333.2403.2,333.2403.2.jpg,нет,4 мм,+,6 мин.,нет,724,1000,67,7.3,6525
Infiniti ,"EX 35 , V - 3,5",2008-2013,защита КПП,333.2416.1,333.2416.1.jpg,нет,4 мм,+,6 мин.,-,714,350,60,6.4,4355
Infiniti ,"FX 35 , V - 3,5",2008-2010,защита картера ,333.2401.1,333.2401.1.jpg,нет,4 мм,+,6 мин.,нет,481,1000,46,5.6,6190
Infiniti ,"FX 35 , V - 3,5",2008-2010,защита КПП,333.2402.1,333.2402.1.jpg,нет,4 мм,+,6 мин.,-,981,380,34,5.5,4680
Infiniti ,"FX 37 , V - 3,7",2010-2013,защита картера ,333.2401.1,333.2401.1.jpg,нет,4 мм,+,6 мин.,нет,481,1000,46,5.6,6190
Infiniti ,"FX 37 , V - 3,7",2010-2013,защита КПП,333.2402.1,333.2402.1.jpg,нет,4 мм,+,6 мин.,-,981,380,34,5.5,4680
Infiniti ,"FX 50 , V - 5,0",2008-2013,защита картера ,333.2401.1,333.2401.1.jpg,нет,4 мм,+,7 мин.,нет,481,1000,46,5.6,6190
Infiniti ,"FX 50 , V - 5,0",2008-2013,защита КПП,333.2405.1,333.2405.1.jpg,нет,4 мм,+,7 мин.,-,1154,356,33,6.2,4680
Infiniti ,"G 25 , V - 2,5",2010-2013,защита картера ,333.2406.1,333.2406.1.jpg,нет,4 мм,+,6 мин.,нет,705,980,70,7.8,6320
Infiniti ,"G 25 , V - 2,5 ",2010-2013,защита КПП,333.2407.1,333.2407.1.jpg,нет,4 мм,+,6 мин.,-,788,338,24,5,4565
Infiniti ,"G 35 (Sedan) , V - 3,5",2006-2010,защита картера ,333.2403.2,333.2403.2.jpg,нет,4 мм,+,8 мин.,нет,724,1000,67,7.3,6525
Infiniti ,"G 35 (Sedan) , V - 3,5",2006-2010,защита КПП,333.2416.1,333.2416.1.jpg,нет,4 мм,+,8 мин.,-,714,350,60,6.4,4355
Infiniti ,"G 37 (Sedan) , V - 3,7",2010-2013,защита картера ,333.2403.2,333.2403.2.jpg,нет,4 мм,+,8 мин.,нет,724,1000,67,7.3,6525
Infiniti ,"G 37 (Sedan) , V - 3,7",2010-2013,защита КПП,333.2416.1,333.2416.1.jpg,нет,4 мм,+,8 мин.,-,714,350,60,6.4,4355
Infiniti ,"JX35, V - 3,5 ",2012-2013,защита картера и КПП,333.2415.2,333.2415.2.jpg,нет,4 мм,+,7 мин.,нет,727,896,94,7.4,7200
Infiniti ,"M25 , V - 2,5",2010-2014,защита картера ,333.2414.1,333.2414.1.jpg,нет,4 мм,+,8 мин.,нет,827,980,79,7.7,6320
